race_name,distance_km,elevation_gain,elevation_loss,race_date,race_url,source_file,bib,name,country,age,sex,category,club,utmb_profile_url,utmb_index,rank_scratch,rank_sex,rank_category,race_time,race_time_seconds,is_finisher,status,utmb_score
Kullamannen by UTMB® 2025 - Ultra 100 Miles,173,2300,2300,2025-10-31,https://live.utmb.world/kullamannen/2025,kullamannen_2025_100M.csv,215,Marko KYLMALA,FI,42,H,40-44M,,https://utmb.world/runner/320654.marko.kylmala,517.0,187.0,161.0,32.0,28:57:24,104244.0,True,f,439.0
Kullamannen by UTMB 2025 - Sprint Ultra 100km,108,749,749,2025-10-31,https://live.utmb.world/kullamannen/2025,kullamannen_2025_100k.csv,1288,Andreas CARDESJÖ,SE,35,H,35-39M,Ljungskile,https://utmb.world/runner/5484570.andreas.cardesjo,437.0,187.0,157.0,28.0,15:50:27,57027.0,True,f,
Kullamannen by UTMB® 2025 - Ultra 100 Miles,173,2300,2300,2025-10-31,https://live.utmb.world/kullamannen/2025,kullamannen_2025_100M.csv,327,Christofer WAHLMAN,SE,45,H,45-49M,Team Wahlman,https://utmb.world/runner/3461359.christofer.wahlman,475.0,188.0,162.0,31.0,29:01:55,104515.0,True,f,437.0
Kullamannen by UTMB® 2025 - Ultra 100 Miles,173,2300,2300,2025-10-31,https://live.utmb.world/kullamannen/2025,kullamannen_2025_100M.csv,585,Julius ANDERBERG,SE,28,H,20-34M,AP Athletics,https://utmb.world/runner/6460966.julius.anderberg,387.0,188.0,162.0,28.0,29:01:55,104515.0,True,f,437.0
Kullamannen by UTMB 2025 - Sprint Ultra 100km,108,749,749,2025-10-31,https://live.utmb.world/kullamannen/2025,kullamannen_2025_100k.csv,1115,Fredric HALLSTRÖM,SE,44,H,40-44M,,https://utmb.world/runner/692031.fredric.hallstrom,534.0,188.0,158.0,24.0,15:50:38,57038.0,True,f,
Kullamannen by UTMB 2025 - Sprint Ultra 100km,108,749,749,2025-10-31,https://live.utmb.world/kullamannen/2025,kullamannen_2025_100k.csv,1069,Marius ANDREASSEN,NO,39,H,35-39M,Team Brytnalle,https://utmb.world/runner/4247731.marius.andreassen,582.0,189.0,159.0,29.0,15:50:53,57053.0,True,f,
Kullamannen by UTMB® 2025 - Ultra 100 Miles,173,2300,2300,2025-10-31,https://live.utmb.world/kullamannen/2025,kullamannen_2025_100M.csv,621,Jens MOGENSEN,DK,60,H,60-64M,Klub 100 marathon danmark,https://utmb.world/runner/6770845.jens.mogensen,364.0,190.0,164.0,4.0,29:02:24,104544.0,True,f,437.0
Kullamannen by UTMB 2025 - Sprint Ultra 100km,108,749,749,2025-10-31,https://live.utmb.world/kullamannen/2025,kullamannen_2025_100k.csv,1279,Daniel PERSSON,SE,34,H,20-34M,,https://utmb.world/runner/5100490.daniel.persson,442.0,190.0,160.0,60.0,15:51:03,57063.0,True,f,
Kullamannen by UTMB® 2025 - Ultra 100 Miles,173,2300,2300,2025-10-31,https://live.utmb.world/kullamannen/2025,kullamannen_2025_100M.csv,282,Peter FISKER,DK,48,H,45-49M,Trailrunning Silkeborg,https://utmb.world/runner/1031139.peter.fisker,492.0,191.0,165.0,32.0,29:02:57,104577.0,True,f,437.0
Kullamannen by UTMB 2025 - Sprint Ultra 100km,108,749,749,2025-10-31,https://live.utmb.world/kullamannen/2025,kullamannen_2025_100k.csv,1556,Kieron WILSON,GB,40,H,40-44M,,https://utmb.world/runner/4950667.kieron.wilson,,191.0,161.0,25.0,15:51:40,57100.0,True,f,
Kullamannen by UTMB® 2025 - Ultra 100 Miles,173,2300,2300,2025-10-31,https://live.utmb.world/kullamannen/2025,kullamannen_2025_100M.csv,397,Sittichai PANROD,TH,36,H,35-39M,,https://utmb.world/runner/6700598.sittichai.panrod,458.0,192.0,166.0,38.0,29:03:28,104608.0,True,f,437.0
Kullamannen by UTMB 2025 - Sprint Ultra 100km,108,749,749,2025-10-31,https://live.utmb.world/kullamannen/2025,kullamannen_2025_100k.csv,1116,Matthieu GROSCLAUDE,FR,49,H,45-49M,,https://utmb.world/runner/4568570.matthieu.grosclaude,533.0,192.0,162.0,24.0,15:54:10,57250.0,True,f,
Kullamannen by UTMB® 2025 - Ultra 100 Miles,173,2300,2300,2025-10-31,https://live.utmb.world/kullamannen/2025,kullamannen_2025_100M.csv,331,Victor NILSSON,SE,51,H,50-54M,,https://utmb.world/runner/4301516.victor.nilsson,477.0,193.0,167.0,26.0,29:03:45,104625.0,True,f,437.0
Kullamannen by UTMB 2025 - Sprint Ultra 100km,108,749,749,2025-10-31,https://live.utmb.world/kullamannen/2025,kullamannen_2025_100k.csv,1560,Franzi CONRAD,DE,32,F,20-34W,Willpower,https://utmb.world/runner/4376886.franzi.conrad,,193.0,31.0,8.0,15:54:34,57274.0,True,f,
Kullamannen by UTMB® 2025 - Ultra 100 Miles,173,2300,2300,2025-10-31,https://live.utmb.world/kullamannen/2025,kullamannen_2025_100M.csv,392,Maria NORDFJELL,SE,56,F,55-59W,Tromsø løpeklubb,https://utmb.world/runner/494861.maria.nordfjell,457.0,194.0,27.0,1.0,29:05:18,104718.0,True,f,437.0
Kullamannen by UTMB 2025 - Sprint Ultra 100km,108,749,749,2025-10-31,https://live.utmb.world/kullamannen/2025,kullamannen_2025_100k.csv,1229,Anna TÖRNEBRANT,SE,44,F,40-44W,Helsingborg Runners Club,https://utmb.world/runner/1111125.anna.tornebrant,467.0,194.0,32.0,6.0,15:55:25,57325.0,True,f,
Kullamannen by UTMB® 2025 - Ultra 100 Miles,173,2300,2300,2025-10-31,https://live.utmb.world/kullamannen/2025,kullamannen_2025_100M.csv,353,Susann ERIKSSON,SE,43,F,40-44W,Scania Road Runners,https://utmb.world/runner/5320262.susann.eriksson,468.0,195.0,28.0,8.0,29:05:28,104728.0,True,f,437.0
Kullamannen by UTMB 2025 - Sprint Ultra 100km,108,749,749,2025-10-31,https://live.utmb.world/kullamannen/2025,kullamannen_2025_100k.csv,1367,Tele HAO,CN,37,H,35-39M,,https://utmb.world/runner/2288911.tele.hao,391.0,195.0,163.0,30.0,15:56:27,57387.0,True,f,
Kullamannen by UTMB® 2025 - Ultra 100 Miles,173,2300,2300,2025-10-31,https://live.utmb.world/kullamannen/2025,kullamannen_2025_100M.csv,384,Tay TRAN,SE,44,H,40-44M,,https://utmb.world/runner/5327498.tay.tran,460.0,196.0,168.0,33.0,29:06:23,104783.0,True,f,436.0
Kullamannen by UTMB 2025 - Sprint Ultra 100km,108,749,749,2025-10-31,https://live.utmb.world/kullamannen/2025,kullamannen_2025_100k.csv,1307,Sandrine WALLISSON,SE,38,F,35-39W,Bunkeflostrand,https://utmb.world/runner/4528410.sandrine.wallisson,429.0,196.0,33.0,6.0,15:56:46,57406.0,True,f,
Kullamannen by UTMB® 2025 - Ultra 100 Miles,173,2300,2300,2025-10-31,https://live.utmb.world/kullamannen/2025,kullamannen_2025_100M.csv,114,Alexander OLOFSSON,SE,41,H,40-44M,,https://utmb.world/runner/5742217.alexander.olofsson,562.0,197.0,169.0,34.0,29:10:51,105051.0,True,f,435.0
Kullamannen by UTMB 2025 - Sprint Ultra 100km,108,749,749,2025-10-31,https://live.utmb.world/kullamannen/2025,kullamannen_2025_100k.csv,1517,Clemens BRUGNER,AT,34,H,20-34M,Steirerkraft,https://utmb.world/runner/4211078.clemens.brugner,,197.0,164.0,61.0,15:57:42,57462.0,True,f,
Kullamannen by UTMB® 2025 - Ultra 100 Miles,173,2300,2300,2025-10-31,https://live.utmb.world/kullamannen/2025,kullamannen_2025_100M.csv,699,Simon TREPP,SE,42,H,40-44M,Saltsjöbadens IF,https://utmb.world/runner/6770847.simon.trepp,,198.0,170.0,35.0,29:11:15,105075.0,True,f,435.0
Kullamannen by UTMB 2025 - Sprint Ultra 100km,108,749,749,2025-10-31,https://live.utmb.world/kullamannen/2025,kullamannen_2025_100k.csv,1529,Jake MCCARROLL,GB,36,H,35-39M,Wadebridge Run Club,https://utmb.world/runner/6909265.jake.mccarroll,,198.0,165.0,31.0,15:59:25,57565.0,True,f,
Kullamannen by UTMB® 2025 - Ultra 100 Miles,173,2300,2300,2025-10-31,https://live.utmb.world/kullamannen/2025,kullamannen_2025_100M.csv,200,Lewis WATMOUGH,GB,31,H,20-34M,,https://utmb.world/runner/5175579.lewis.watmough,521.0,199.0,171.0,29.0,29:15:20,105320.0,True,f,434.0
Kullamannen by UTMB 2025 - Sprint Ultra 100km,108,749,749,2025-10-31,https://live.utmb.world/kullamannen/2025,kullamannen_2025_100k.csv,1505,Filip ANDERSSON,SE,34,H,20-34M,Brandkonsulten,https://utmb.world/runner/1355917.filip.andersson,,199.0,166.0,62.0,16:00:54,57654.0,True,f,
Kullamannen by UTMB® 2025 - Ultra 100 Miles,173,2300,2300,2025-10-31,https://live.utmb.world/kullamannen/2025,kullamannen_2025_100M.csv,378,Marek POLACH,CZ,32,H,20-34M,SmartMoveUp3,https://utmb.world/runner/4713206.marek.polach,459.0,200.0,172.0,30.0,29:17:59,105479.0,True,f,433.0
Kullamannen by UTMB 2025 - Sprint Ultra 100km,108,749,749,2025-10-31,https://live.utmb.world/kullamannen/2025,kullamannen_2025_100k.csv,1573,Kasper HAUGEN,NO,27,H,20-34M,,https://utmb.world/runner/6770661.kasper.haugen,,200.0,167.0,63.0,16:03:17,57797.0,True,f,
Kullamannen by UTMB® 2025 - Ultra 100 Miles,173,2300,2300,2025-10-31,https://live.utmb.world/kullamannen/2025,kullamannen_2025_100M.csv,452,Jessica STÅHL-NORRIS,SE,45,F,45-49W,ASICS Frontrunner,https://utmb.world/runner/2439905.jessica.stahlnorris,436.0,201.0,29.0,5.0,29:19:35,105575.0,True,f,433.0
Kullamannen by UTMB 2025 - Sprint Ultra 100km,108,749,749,2025-10-31,https://live.utmb.world/kullamannen/2025,kullamannen_2025_100k.csv,1250,Andy COX,GB,49,H,45-49M,,https://utmb.world/runner/4374930.andy.cox,458.0,201.0,168.0,25.0,16:04:03,57843.0,True,f,
Kullamannen by UTMB® 2025 - Ultra 100 Miles,173,2300,2300,2025-10-31,https://live.utmb.world/kullamannen/2025,kullamannen_2025_100M.csv,753,Daniel BJÖRNSON,SE,45,H,45-49M,,https://utmb.world/runner/4301518.daniel.bjornson,,202.0,173.0,33.0,29:19:57,105597.0,True,f,433.0
Kullamannen by UTMB 2025 - Sprint Ultra 100km,108,749,749,2025-10-31,https://live.utmb.world/kullamannen/2025,kullamannen_2025_100k.csv,1568,Joel TOLSHEDEN,SE,33,H,20-34M,,https://utmb.world/runner/6789023.joel.tolsheden,,202.0,169.0,64.0,16:04:34,57874.0,True,f,
Kullamannen by UTMB 2025 - Sprint Ultra 100km,108,749,749,2025-10-31,https://live.utmb.world/kullamannen/2025,kullamannen_2025_100k.csv,1177,Ari MOILANEN,SE,59,H,55-59M,Norrköping Triathlon,https://utmb.world/runner/5883159.ari.moilanen,496.0,202.0,169.0,4.0,16:04:34,57874.0,True,f,
Kullamannen by UTMB® 2025 - Ultra 100 Miles,173,2300,2300,2025-10-31,https://live.utmb.world/kullamannen/2025,kullamannen_2025_100M.csv,791,Carsten JACOBSEN,DK,57,H,55-59M,Løbeklubben Søndag Morgen,https://utmb.world/runner/321182.carsten.jacobsen,,203.0,174.0,8.0,29:21:23,105683.0,True,f,433.0
Kullamannen by UTMB® 2025 - Ultra 100 Miles,173,2300,2300,2025-10-31,https://live.utmb.world/kullamannen/2025,kullamannen_2025_100M.csv,302,Ia ERLANDSSON,SE,34,F,20-34W,Örebro AIK,https://utmb.world/runner/5517865.ia.erlandsson,487.0,204.0,30.0,6.0,29:21:26,105686.0,True,f,433.0
Kullamannen by UTMB 2025 - Sprint Ultra 100km,108,749,749,2025-10-31,https://live.utmb.world/kullamannen/2025,kullamannen_2025_100k.csv,1226,Richard KALENIUS,SE,38,H,35-39M,No club,https://utmb.world/runner/6528482.richard.kalenius,469.0,204.0,171.0,32.0,16:08:49,58129.0,True,f,
Kullamannen by UTMB® 2025 - Ultra 100 Miles,173,2300,2300,2025-10-31,https://live.utmb.world/kullamannen/2025,kullamannen_2025_100M.csv,358,Mikkel KROYER,SE,54,H,50-54M,I Run Team,https://utmb.world/runner/4823280.mikkel.kroyer,467.0,205.0,175.0,27.0,29:21:56,105716.0,True,f,432.0
Kullamannen by UTMB 2025 - Sprint Ultra 100km,108,749,749,2025-10-31,https://live.utmb.world/kullamannen/2025,kullamannen_2025_100k.csv,1268,Sannam HJERTSTRAND,SE,42,F,40-44W,IRunTeam,https://utmb.world/runner/5505461.sannam.hjertstrand,449.0,205.0,34.0,7.0,16:10:02,58202.0,True,f,
Kullamannen by UTMB® 2025 - Ultra 100 Miles,173,2300,2300,2025-10-31,https://live.utmb.world/kullamannen/2025,kullamannen_2025_100M.csv,220,Urban ÅSTRÖM,SE,49,H,45-49M,Bara Trajl,https://utmb.world/runner/527953.urban.astrom,514.0,206.0,176.0,34.0,29:21:57,105717.0,True,f,432.0
Kullamannen by UTMB 2025 - Sprint Ultra 100km,108,749,749,2025-10-31,https://live.utmb.world/kullamannen/2025,kullamannen_2025_100k.csv,1202,Richard GYNNSTAM,SE,47,H,45-49M,Romele Trail,https://utmb.world/runner/6770691.richard.gynnstam,481.0,206.0,172.0,26.0,16:10:37,58237.0,True,f,
Kullamannen by UTMB® 2025 - Ultra 100 Miles,173,2300,2300,2025-10-31,https://live.utmb.world/kullamannen/2025,kullamannen_2025_100M.csv,158,Edwin VAN ASSELDONK,NL,45,H,45-49M,Oskarshamn Running Club,https://utmb.world/runner/3230693.edwin.vanasseldonk,539.0,207.0,177.0,35.0,29:24:10,105850.0,True,f,432.0
Kullamannen by UTMB 2025 - Sprint Ultra 100km,108,749,749,2025-10-31,https://live.utmb.world/kullamannen/2025,kullamannen_2025_100k.csv,1215,Sebastian KNIGHT,FI,43,H,40-44M,Polyteknikernas Nykterhetsförening,https://utmb.world/runner/4179838.sebastian.knight,475.0,207.0,173.0,26.0,16:12:22,58342.0,True,f,
Kullamannen by UTMB® 2025 - Ultra 100 Miles,173,2300,2300,2025-10-31,https://live.utmb.world/kullamannen/2025,kullamannen_2025_100M.csv,419,Mikael SINIJÄRV,SE,36,H,35-39M,,https://utmb.world/runner/6460620.mikael.sinijarv,448.0,208.0,178.0,39.0,29:24:13,105853.0,True,f,432.0
Kullamannen by UTMB 2025 - Sprint Ultra 100km,108,749,749,2025-10-31,https://live.utmb.world/kullamannen/2025,kullamannen_2025_100k.csv,1321,Yigit DEMIRBAS,SE,37,H,35-39M,,https://utmb.world/runner/6263092.yigit.demirbas,420.0,208.0,174.0,33.0,16:12:31,58351.0,True,f,
Kullamannen by UTMB® 2025 - Ultra 100 Miles,173,2300,2300,2025-10-31,https://live.utmb.world/kullamannen/2025,kullamannen_2025_100M.csv,588,Helmi HALLAPÄÄ,FI,30,F,20-34W,Kaappikellon kummitukset,https://utmb.world/runner/1081163.helmi.hallapaa,385.0,209.0,31.0,7.0,29:25:35,105935.0,True,f,432.0
Kullamannen by UTMB 2025 - Sprint Ultra 100km,108,749,749,2025-10-31,https://live.utmb.world/kullamannen/2025,kullamannen_2025_100k.csv,1217,Mattias BRANDT,SE,55,H,55-59M,For the hell of it IK,https://utmb.world/runner/492170.mattias.brandt,474.0,209.0,175.0,5.0,16:13:32,58412.0,True,f,
Kullamannen by UTMB® 2025 - Ultra 100 Miles,173,2300,2300,2025-10-31,https://live.utmb.world/kullamannen/2025,kullamannen_2025_100M.csv,480,Johan HOLMSTRAND,SE,42,H,40-44M,,https://utmb.world/runner/6152568.johan.holmstrand,472.0,210.0,179.0,36.0,29:25:58,105958.0,True,f,431.0
Kullamannen by UTMB 2025 - Sprint Ultra 100km,108,749,749,2025-10-31,https://live.utmb.world/kullamannen/2025,kullamannen_2025_100k.csv,1309,Magnus KRAVE,SE,55,H,55-59M,,https://utmb.world/runner/532855.magnus.krave,427.0,210.0,176.0,6.0,16:15:26,58526.0,True,f,
Kullamannen by UTMB® 2025 - Ultra 100 Miles,173,2300,2300,2025-10-31,https://live.utmb.world/kullamannen/2025,kullamannen_2025_100M.csv,458,Juha KAMPPINEN,SE,57,H,55-59M,Spånga,https://utmb.world/runner/723754.juha.kamppinen,433.0,211.0,180.0,9.0,29:26:18,105978.0,True,f,431.0
Kullamannen by UTMB 2025 - Sprint Ultra 100km,108,749,749,2025-10-31,https://live.utmb.world/kullamannen/2025,kullamannen_2025_100k.csv,1453,Emil HOLMSTEDT,SE,21,H,20-34M,,https://utmb.world/runner/6770553.emil.holmstedt,,211.0,177.0,65.0,16:21:12,58872.0,True,f,
Kullamannen by UTMB® 2025 - Ultra 100 Miles,173,2300,2300,2025-10-31,https://live.utmb.world/kullamannen/2025,kullamannen_2025_100M.csv,526,Jonas SVENSSON,SE,53,H,50-54M,iSherpa AB,https://utmb.world/runner/4416376.jonas.svensson,410.0,212.0,181.0,28.0,29:28:39,106119.0,True,f,431.0
Kullamannen by UTMB 2025 - Sprint Ultra 100km,108,749,749,2025-10-31,https://live.utmb.world/kullamannen/2025,kullamannen_2025_100k.csv,1237,Daniel WALLMAN,SE,52,H,50-54M,Falkenberg Allstars,https://utmb.world/runner/3789555.daniel.wallman,462.0,212.0,178.0,18.0,16:21:19,58879.0,True,f,
Kullamannen by UTMB® 2025 - Ultra 100 Miles,173,2300,2300,2025-10-31,https://live.utmb.world/kullamannen/2025,kullamannen_2025_100M.csv,507,Simon CARL,BE,56,H,55-59M,None yet,https://utmb.world/runner/1395015.simon.carl,418.0,213.0,182.0,10.0,29:48:36,107316.0,True,f,426.0
Kullamannen by UTMB 2025 - Sprint Ultra 100km,108,749,749,2025-10-31,https://live.utmb.world/kullamannen/2025,kullamannen_2025_100k.csv,1138,Peter MANNFJORD,NO,40,H,40-44M,,https://utmb.world/runner/5302270.peter.mannfjord,519.0,213.0,179.0,27.0,16:21:45,58905.0,True,f,
Kullamannen by UTMB® 2025 - Ultra 100 Miles,173,2300,2300,2025-10-31,https://live.utmb.world/kullamannen/2025,kullamannen_2025_100M.csv,343,Anton ANGELING,SE,35,H,35-39M,,https://utmb.world/runner/4691518.anton.angeling,473.0,214.0,183.0,40.0,29:51:05,107465.0,True,f,425.0
Kullamannen by UTMB 2025 - Sprint Ultra 100km,108,749,749,2025-10-31,https://live.utmb.world/kullamannen/2025,kullamannen_2025_100k.csv,1235,Charlotta DAGNELL,SE,46,F,45-49W,Goatrunners,https://utmb.world/runner/4713534.charlotta.dagnell,464.0,214.0,35.0,10.0,16:21:48,58908.0,True,f,
Kullamannen by UTMB® 2025 - Ultra 100 Miles,173,2300,2300,2025-10-31,https://live.utmb.world/kullamannen/2025,kullamannen_2025_100M.csv,234,Steen ANDERSEN,SE,51,H,50-54M,,https://utmb.world/runner/4379194.steen.andersen,507.0,215.0,184.0,29.0,29:55:14,107714.0,True,f,424.0
Kullamannen by UTMB 2025 - Sprint Ultra 100km,108,749,749,2025-10-31,https://live.utmb.world/kullamannen/2025,kullamannen_2025_100k.csv,1234,Linda Karen GUTTORMSDÓTTIR,IS,50,F,50-54W,G.o.a.t. runners,https://utmb.world/runner/3950901.lindakaren.guttormsdottir,464.0,215.0,36.0,4.0,16:21:49,58909.0,True,f,
Kullamannen by UTMB® 2025 - Ultra 100 Miles,173,2300,2300,2025-10-31,https://live.utmb.world/kullamannen/2025,kullamannen_2025_100M.csv,296,Gustav AGLERT,SE,21,H,20-34M,,https://utmb.world/runner/6474750.gustav.aglert,489.0,216.0,185.0,31.0,29:58:11,107891.0,True,f,424.0
Kullamannen by UTMB 2025 - Sprint Ultra 100km,108,749,749,2025-10-31,https://live.utmb.world/kullamannen/2025,kullamannen_2025_100k.csv,1114,Rolf LARSEN,DK,55,H,55-59M,,https://utmb.world/runner/1977249.rolf.larsen,534.0,216.0,180.0,7.0,16:23:20,59000.0,True,f,
Kullamannen by UTMB® 2025 - Ultra 100 Miles,173,2300,2300,2025-10-31,https://live.utmb.world/kullamannen/2025,kullamannen_2025_100M.csv,682,Mewen RENONCOURT,FR,19,H,18-19M,,https://utmb.world/runner/6770761.mewen.renoncourt,,217.0,186.0,1.0,29:59:00,107940.0,True,f,424.0
Kullamannen by UTMB 2025 - Sprint Ultra 100km,108,749,749,2025-10-31,https://live.utmb.world/kullamannen/2025,kullamannen_2025_100k.csv,1342,Eleonor TYLLSMARK,SE,52,F,50-54W,,https://utmb.world/runner/1036521.eleonor.tyllsmark,410.0,217.0,37.0,5.0,16:26:02,59162.0,True,f,
Kullamannen by UTMB® 2025 - Ultra 100 Miles,173,2300,2300,2025-10-31,https://live.utmb.world/kullamannen/2025,kullamannen_2025_100M.csv,474,Johan LELIE,BE,56,H,55-59M,,https://utmb.world/runner/5066285.johan.lelie,428.0,218.0,187.0,11.0,30:01:33,108093.0,True,f,423.0
Kullamannen by UTMB 2025 - Sprint Ultra 100km,108,749,749,2025-10-31,https://live.utmb.world/kullamannen/2025,kullamannen_2025_100k.csv,1346,Elias EKEROTH,SE,23,H,20-34M,,https://utmb.world/runner/6961383.elias.ekeroth,408.0,218.0,181.0,66.0,16:27:22,59242.0,True,f,
Kullamannen by UTMB 2025 - Sprint Ultra 100km,108,749,749,2025-10-31,https://live.utmb.world/kullamannen/2025,kullamannen_2025_100k.csv,1542,Malcolm SNÄLL,SE,24,H,20-34M,,https://utmb.world/runner/6961381.malcolm.snall,,218.0,181.0,66.0,16:27:22,59242.0,True,f,
Kullamannen by UTMB® 2025 - Ultra 100 Miles,173,2300,2300,2025-10-31,https://live.utmb.world/kullamannen/2025,kullamannen_2025_100M.csv,468,Niclas KLING,SE,52,H,50-54M,,https://utmb.world/runner/4200830.niclas.kling,430.0,219.0,188.0,30.0,30:02:31,108151.0,True,f,423.0
Kullamannen by UTMB® 2025 - Ultra 100 Miles,173,2300,2300,2025-10-31,https://live.utmb.world/kullamannen/2025,kullamannen_2025_100M.csv,405,Olle TOUR SOHLIN,SE,41,H,40-44M,OK Orion,https://utmb.world/runner/4416450.olle.toursohlin,454.0,220.0,189.0,37.0,30:04:16,108256.0,True,f,422.0
Kullamannen by UTMB 2025 - Sprint Ultra 100km,108,749,749,2025-10-31,https://live.utmb.world/kullamannen/2025,kullamannen_2025_100k.csv,1481,Lucas AHLGREN,SE,24,H,20-34M,,https://utmb.world/runner/6961385.lucas.ahlgren,,220.0,183.0,68.0,16:27:23,59243.0,True,f,
Kullamannen by UTMB® 2025 - Ultra 100 Miles,173,2300,2300,2025-10-31,https://live.utmb.world/kullamannen/2025,kullamannen_2025_100M.csv,352,Mattias JOHANSSON,SE,44,H,40-44M,Dark trail runners,https://utmb.world/runner/811479.mattias.johansson,469.0,221.0,190.0,38.0,30:05:24,108324.0,True,f,422.0
Kullamannen by UTMB 2025 - Sprint Ultra 100km,108,749,749,2025-10-31,https://live.utmb.world/kullamannen/2025,kullamannen_2025_100k.csv,1469,Claus RANDRUP,DK,47,H,45-49M,,https://utmb.world/runner/838210.claus.randrup,,221.0,184.0,27.0,16:31:43,59503.0,True,f,
Kullamannen by UTMB® 2025 - Ultra 100 Miles,173,2300,2300,2025-10-31,https://live.utmb.world/kullamannen/2025,kullamannen_2025_100M.csv,483,Fredrik SETTERBERG,SE,44,H,40-44M,,https://utmb.world/runner/5365604.fredrik.setterberg,426.0,222.0,191.0,39.0,30:06:34,108394.0,True,f,422.0
Kullamannen by UTMB 2025 - Sprint Ultra 100km,108,749,749,2025-10-31,https://live.utmb.world/kullamannen/2025,kullamannen_2025_100k.csv,1146,Ole LINDTVEIT,NO,40,H,40-44M,Fun Runners,https://utmb.world/runner/5302298.ole.lindtveit,515.0,222.0,185.0,28.0,16:32:58,59578.0,True,f,
Kullamannen by UTMB® 2025 - Ultra 100 Miles,173,2300,2300,2025-10-31,https://live.utmb.world/kullamannen/2025,kullamannen_2025_100M.csv,85,Kim Jessing PEDERSEN,DK,54,H,50-54M,Rock n Trail Roskilde,https://utmb.world/runner/2367827.kimjessing.pedersen,579.0,223.0,192.0,31.0,30:07:42,108462.0,True,f,422.0
Kullamannen by UTMB 2025 - Sprint Ultra 100km,108,749,749,2025-10-31,https://live.utmb.world/kullamannen/2025,kullamannen_2025_100k.csv,1362,Egil Ernst KRAGL,NO,54,H,50-54M,Gjerpen/Grenland Ultra Runners,https://utmb.world/runner/2106955.egilernst.kragl,390.0,223.0,186.0,19.0,16:34:48,59688.0,True,f,
Kullamannen by UTMB® 2025 - Ultra 100 Miles,173,2300,2300,2025-10-31,https://live.utmb.world/kullamannen/2025,kullamannen_2025_100M.csv,478,Ewa WISNIEWSKA,PL,51,F,50-54W,Söderåsen FK,https://utmb.world/runner/1629105.ewa.wisniewska,427.0,224.0,32.0,9.0,30:11:28,108688.0,True,f,421.0
Kullamannen by UTMB 2025 - Sprint Ultra 100km,108,749,749,2025-10-31,https://live.utmb.world/kullamannen/2025,kullamannen_2025_100k.csv,1472,Björn NORDSTEDT,SE,44,H,40-44M,Ystads IF,https://utmb.world/runner/2986933.bjorn.nordstedt,,224.0,187.0,29.0,16:35:31,59731.0,True,f,
Kullamannen by UTMB® 2025 - Ultra 100 Miles,173,2300,2300,2025-10-31,https://live.utmb.world/kullamannen/2025,kullamannen_2025_100M.csv,138,Jonniaux GERY,BE,39,H,35-39M,Zatopek académie trail avancé,https://utmb.world/runner/5256635.jonniaux.gery,549.0,225.0,193.0,41.0,30:11:31,108691.0,True,f,421.0
