race_name,distance_km,elevation_gain,elevation_loss,race_date,race_url,source_file,bib,name,country,age,sex,category,club,utmb_profile_url,utmb_index,rank_scratch,rank_sex,rank_category,race_time,race_time_seconds,is_finisher,status,utmb_score
Kullamannen by UTMB 2024 - Ultra 100 Miles,173,2300,2300,2024-11-01,https://live.utmb.world/kullamannen/2024,kullamannen_2024_100M.csv,164,Robert BERNTSSON,SE,57,H,55-59M,Umara sport club,https://utmb.world/runner/4186319.robert.berntsson,563.0,592.0,520.0,32.0,10:30:31,37831.155,False,a,
Kullamannen by UTMB 2024 - Ultra 100 Miles,173,2300,2300,2024-11-01,https://live.utmb.world/kullamannen/2024,kullamannen_2024_100M.csv,258,Emanuel GÅRDH,SE,34,H,20-34M,,https://utmb.world/runner/4700754.emanuel.gardh,523.0,593.0,521.0,106.0,10:34:17,38057.267,False,a,
Kullamannen by UTMB 2024 - Ultra 100 Miles,173,2300,2300,2024-11-01,https://live.utmb.world/kullamannen/2024,kullamannen_2024_100M.csv,469,Mats HÄRSTEDT,SE,58,H,55-59M,,https://utmb.world/runner/2987045.mats.harstedt,453.0,594.0,522.0,33.0,11:15:17,40517.243,False,a,
Kullamannen by UTMB 2024 - Ultra 100 Miles,173,2300,2300,2024-11-01,https://live.utmb.world/kullamannen/2024,kullamannen_2024_100M.csv,378,Christian EVENSEN,NO,42,H,40-44M,Totenåsen Løp,https://utmb.world/runner/353803.christian.evensen,483.0,595.0,523.0,85.0,11:18:51,40731.172,False,a,
Kullamannen by UTMB 2024 - Ultra 100 Miles,173,2300,2300,2024-11-01,https://live.utmb.world/kullamannen/2024,kullamannen_2024_100M.csv,760,Lars-Albert AHLSTRÖM,SE,53,H,50-54M,Strängnäs Löparklubb,https://utmb.world/runner/5807047.larsalbert.ahlstrom,,596.0,524.0,79.0,11:19:14,40754.333,False,a,
Kullamannen by UTMB 2024 - Ultra 100 Miles,173,2300,2300,2024-11-01,https://live.utmb.world/kullamannen/2024,kullamannen_2024_100M.csv,764,Patrik RUFELT,SE,36,H,35-39M,,https://utmb.world/runner/3378261.patrik.rufelt,,597.0,525.0,108.0,11:30:04,41404.724,False,a,
Kullamannen by UTMB 2024 - Ultra 100 Miles,173,2300,2300,2024-11-01,https://live.utmb.world/kullamannen/2024,kullamannen_2024_100M.csv,604,Sara ROWA,SE,52,F,50-54W,Stallarholmens SK,https://utmb.world/runner/4238864.sara.rowa,406.0,598.0,73.0,8.0,11:34:25,41665.604,False,a,
Kullamannen by UTMB 2024 - Ultra 100 Miles,173,2300,2300,2024-11-01,https://live.utmb.world/kullamannen/2024,kullamannen_2024_100M.csv,276,Kristian HOLMGREN,SE,37,H,35-39M,TeamFikaRunningClub,https://utmb.world/runner/5510447.kristian.holmgren,517.0,599.0,526.0,109.0,11:37:29,41849.501,False,a,
Kullamannen by UTMB 2024 - Ultra 100 Miles,173,2300,2300,2024-11-01,https://live.utmb.world/kullamannen/2024,kullamannen_2024_100M.csv,599,Oskar FUNK,SE,34,H,20-34M,Team Funk,https://utmb.world/runner/5518214.oskar.funk,408.0,600.0,527.0,107.0,11:39:41,41981.079,False,a,
Kullamannen by UTMB 2024 - Ultra 100 Miles,173,2300,2300,2024-11-01,https://live.utmb.world/kullamannen/2024,kullamannen_2024_100M.csv,704,John LAGSTRÖM,SE,44,H,40-44M,Kamikaze Cowboys,https://utmb.world/runner/3585595.john.lagstrom,,601.0,528.0,86.0,11:43:49,42229.957,False,a,
Kullamannen by UTMB 2024 - Ultra 100 Miles,173,2300,2300,2024-11-01,https://live.utmb.world/kullamannen/2024,kullamannen_2024_100M.csv,463,Tim ANDERSSON,SE,29,H,20-34M,BIRGERSURDEG LF,https://utmb.world/runner/5351519.tim.andersson,456.0,602.0,529.0,108.0,12:16:42,44202.382,False,a,
Kullamannen by UTMB 2024 - Ultra 100 Miles,173,2300,2300,2024-11-01,https://live.utmb.world/kullamannen/2024,kullamannen_2024_100M.csv,709,Axel RISINGER LILJEGREN,SE,33,H,20-34M,,https://utmb.world/runner/5742097.axel.risingerliljegren,,603.0,530.0,109.0,12:26:04,44764.064,False,a,
Kullamannen by UTMB 2024 - Ultra 100 Miles,173,2300,2300,2024-11-01,https://live.utmb.world/kullamannen/2024,kullamannen_2024_100M.csv,566,Simon SJÖQUIST,SE,30,H,20-34M,spesrunningclub,https://utmb.world/runner/5439888.simon.sjoquist,421.0,604.0,531.0,110.0,12:38:41,45521.81,False,a,
Kullamannen by UTMB 2024 - Ultra 100 Miles,173,2300,2300,2024-11-01,https://live.utmb.world/kullamannen/2024,kullamannen_2024_100M.csv,788,Magnander JOHAN,SE,50,H,45-49M,Sammys fanclub,,,605.0,532.0,101.0,12:43:52,45832.373,False,a,
Kullamannen by UTMB 2024 - Ultra 100 Miles,173,2300,2300,2024-11-01,https://live.utmb.world/kullamannen/2024,kullamannen_2024_100M.csv,616,Gregory BOURGARD,BE,41,H,40-44M,Leg’s go verviers,https://utmb.world/runner/1460663.gregory.bourgard,398.0,606.0,533.0,87.0,13:02:21,46941.475,False,a,
Kullamannen by UTMB 2024 - Ultra 100 Miles,173,2300,2300,2024-11-01,https://live.utmb.world/kullamannen/2024,kullamannen_2024_100M.csv,21,Max MOBERG,FI,38,H,35-39M,Saucony / Rab / Vitamin Well,https://utmb.world/runner/2208853.max.moberg,733.0,607.0,534.0,110.0,05:12:22,18654.465,False,a,
Kullamannen by UTMB 2024 - Ultra 100 Miles,173,2300,2300,2024-11-01,https://live.utmb.world/kullamannen/2024,kullamannen_2024_100M.csv,169,Holm-Engelstad ESPEN,NO,42,H,40-44M,Impuls Helse,https://utmb.world/runner/4212263.espen.holmengelstad,562.0,608.0,535.0,88.0,06:07:12,22032.541,False,a,
Kullamannen by UTMB 2024 - Ultra 100 Miles,173,2300,2300,2024-11-01,https://live.utmb.world/kullamannen/2024,kullamannen_2024_100M.csv,207,Andreas MALMSTEN,SE,52,H,50-54M,Katrineholms SK Friidrott Långdistans,https://utmb.world/runner/691426.andreas.malmsten,542.0,609.0,536.0,80.0,06:20:34,22818.345,False,a,
Kullamannen by UTMB 2024 - Ultra 100 Miles,173,2300,2300,2024-11-01,https://live.utmb.world/kullamannen/2024,kullamannen_2024_100M.csv,103,Melker OLOFSSON,SE,24,H,20-34M,Zesty Running Club,https://utmb.world/runner/4863498.melker.olofsson,590.0,610.0,537.0,111.0,06:24:23,23063.101,False,a,
Kullamannen by UTMB 2024 - Ultra 100 Miles,173,2300,2300,2024-11-01,https://live.utmb.world/kullamannen/2024,kullamannen_2024_100M.csv,79,Thomas JONSSON,SE,58,H,55-59M,Undersåkers IF,https://utmb.world/runner/508293.thomas.jonsson,612.0,611.0,538.0,34.0,06:30:21,23421.553,False,a,
Kullamannen by UTMB 2024 - Ultra 100 Miles,173,2300,2300,2024-11-01,https://live.utmb.world/kullamannen/2024,kullamannen_2024_100M.csv,714,Tony RASMUSSON,SE,40,H,35-39M,,https://utmb.world/runner/3585631.tony.rasmusson,,612.0,539.0,111.0,06:42:37,24102.415,False,a,
Kullamannen by UTMB 2024 - Ultra 100 Miles,173,2300,2300,2024-11-01,https://live.utmb.world/kullamannen/2024,kullamannen_2024_100M.csv,373,Robin ISAKSSON,SE,38,H,35-39M,IS Göta,https://utmb.world/runner/4372024.robin.isaksson,486.0,613.0,540.0,112.0,06:47:14,24422.759,False,a,
Kullamannen by UTMB 2024 - Ultra 100 Miles,173,2300,2300,2024-11-01,https://live.utmb.world/kullamannen/2024,kullamannen_2024_100M.csv,44,Johan VALLON-CHRISTERSSON,SE,52,H,50-54M,IF Malmö Löp,https://utmb.world/runner/676169.johan.vallonchristersson,654.0,614.0,541.0,81.0,06:48:39,24508.675,False,a,
Kullamannen by UTMB 2024 - Ultra 100 Miles,173,2300,2300,2024-11-01,https://live.utmb.world/kullamannen/2024,kullamannen_2024_100M.csv,57,Patrik SÖDERGREN,SE,43,H,40-44M,"Nacka Värmdö
Skidklubb",https://utmb.world/runner/3342247.patrik.sodergren,637.0,615.0,542.0,89.0,06:48:50,24305.567,False,a,
Kullamannen by UTMB 2024 - Ultra 100 Miles,173,2300,2300,2024-11-01,https://live.utmb.world/kullamannen/2024,kullamannen_2024_100M.csv,116,Anders HALLGREN,SE,39,H,35-39M,Tostarp Trail Trotters,https://utmb.world/runner/4681474.anders.hallgren,584.0,616.0,543.0,113.0,06:50:47,24641.457,False,a,
Kullamannen by UTMB 2024 - Ultra 100 Miles,173,2300,2300,2024-11-01,https://live.utmb.world/kullamannen/2024,kullamannen_2024_100M.csv,326,Tommy BATZ,SE,34,H,20-34M,,https://utmb.world/runner/5742255.tommy.batz,500.0,617.0,544.0,112.0,06:54:25,23969.682,False,a,
Kullamannen by UTMB 2024 - Ultra 100 Miles,173,2300,2300,2024-11-01,https://live.utmb.world/kullamannen/2024,kullamannen_2024_100M.csv,177,Mikael AXBOM,SE,45,H,40-44M,Umara Sports Club,https://utmb.world/runner/5059007.mikael.axbom,556.0,618.0,545.0,90.0,07:27:19,26839.894,False,a,
Kullamannen by UTMB 2024 - Ultra 100 Miles,173,2300,2300,2024-11-01,https://live.utmb.world/kullamannen/2024,kullamannen_2024_100M.csv,436,Klaas VAN GEIJN,NL,46,H,45-49M,,https://utmb.world/runner/4532030.klaas.vangeijn,464.0,619.0,546.0,102.0,07:41:56,27716.835,False,a,
Kullamannen by UTMB 2024 - Ultra 100 Miles,173,2300,2300,2024-11-01,https://live.utmb.world/kullamannen/2024,kullamannen_2024_100M.csv,602,Fredrik TOLF,SE,49,H,45-49M,Sot på Toppen,https://utmb.world/runner/1356195.fredrik.tolf,406.0,620.0,547.0,103.0,07:41:58,27383.773,False,a,
Kullamannen by UTMB 2024 - Ultra 100 Miles,173,2300,2300,2024-11-01,https://live.utmb.world/kullamannen/2024,kullamannen_2024_100M.csv,203,Holm MICHAEL TØNDER,DK,49,H,45-49M,H.U.R.T,,,621.0,548.0,104.0,07:44:17,26585.471,False,a,
Kullamannen by UTMB 2024 - Ultra 100 Miles,173,2300,2300,2024-11-01,https://live.utmb.world/kullamannen/2024,kullamannen_2024_100M.csv,309,Rickard LUNDIN,SE,59,H,55-59M,Umara Sports Club,https://utmb.world/runner/1652015.rickard.lundin,509.0,622.0,549.0,35.0,07:46:41,27953.283,False,a,
Kullamannen by UTMB 2024 - Ultra 100 Miles,173,2300,2300,2024-11-01,https://live.utmb.world/kullamannen/2024,kullamannen_2024_100M.csv,685,David KÄLLSTRÖMER,SE,48,H,45-49M,Källströmer TK,https://utmb.world/runner/1278991.david.kallstromer,,623.0,550.0,105.0,07:53:34,28414.702,False,a,
Kullamannen by UTMB 2024 - Ultra 100 Miles,173,2300,2300,2024-11-01,https://live.utmb.world/kullamannen/2024,kullamannen_2024_100M.csv,273,Aaron MONTGOMERY,AU,49,H,45-49M,Newry AC,https://utmb.world/runner/829298.aaron.montgomery,518.0,624.0,551.0,106.0,07:58:54,28734.284,False,a,
Kullamannen by UTMB 2024 - Ultra 100 Miles,173,2300,2300,2024-11-01,https://live.utmb.world/kullamannen/2024,kullamannen_2024_100M.csv,344,Alexander HOLMQVIST WINGE,SE,41,H,40-44M,Örnsberg Runners,https://utmb.world/runner/3995969.alexander.holmqvistwinge,494.0,625.0,552.0,91.0,08:07:20,29240.874,False,a,
Kullamannen by UTMB 2024 - Ultra 100 Miles,173,2300,2300,2024-11-01,https://live.utmb.world/kullamannen/2024,kullamannen_2024_100M.csv,470,William LINDH,SE,49,H,45-49M,Umara Sports Club,https://utmb.world/runner/4372026.william.lindh,453.0,626.0,553.0,107.0,08:13:25,29599.24,False,a,
Kullamannen by UTMB 2024 - Ultra 100 Miles,173,2300,2300,2024-11-01,https://live.utmb.world/kullamannen/2024,kullamannen_2024_100M.csv,284,Joachim BLIECK,BE,48,H,45-49M,#team Fischer,https://utmb.world/runner/4308236.joachim.blieck,514.0,627.0,554.0,108.0,08:14:20,28156.116,False,a,
Kullamannen by UTMB 2024 - Ultra 100 Miles,173,2300,2300,2024-11-01,https://live.utmb.world/kullamannen/2024,kullamannen_2024_100M.csv,572,Lena SUNDQUIST,SE,50,F,45-49W,,https://utmb.world/runner/5530164.lena.sundquist,418.0,628.0,74.0,19.0,08:23:13,30183.369,False,a,
Kullamannen by UTMB 2024 - Ultra 100 Miles,173,2300,2300,2024-11-01,https://live.utmb.world/kullamannen/2024,kullamannen_2024_100M.csv,577,Oskar HULTMAN ENARSSON,SE,30,H,20-34M,,https://utmb.world/runner/2439859.oskar.hultmanenarsson,417.0,629.0,555.0,113.0,08:25:10,30250.202,False,a,
Kullamannen by UTMB 2024 - Ultra 100 Miles,173,2300,2300,2024-11-01,https://live.utmb.world/kullamannen/2024,kullamannen_2024_100M.csv,393,Anna-Lena DELGÅRD,SE,41,F,40-44W,IS GÖTA,https://utmb.world/runner/2049575.annalena.delgard,477.0,630.0,75.0,21.0,08:31:52,30704.428,False,a,
Kullamannen by UTMB 2024 - Ultra 100 Miles,173,2300,2300,2024-11-01,https://live.utmb.world/kullamannen/2024,kullamannen_2024_100M.csv,387,Mattias BRANDT,SE,55,H,50-54M,For the hell of it IK,https://utmb.world/runner/492170.mattias.brandt,480.0,631.0,556.0,82.0,08:44:19,31459.942,False,a,
Kullamannen by UTMB 2024 - Ultra 100 Miles,173,2300,2300,2024-11-01,https://live.utmb.world/kullamannen/2024,kullamannen_2024_100M.csv,368,Christoffer NYGREN,SE,35,H,20-34M,,https://utmb.world/runner/4978426.christoffer.nygren,487.0,632.0,557.0,114.0,08:52:28,30495.363,False,a,
Kullamannen by UTMB 2024 - Ultra 100 Miles,173,2300,2300,2024-11-01,https://live.utmb.world/kullamannen/2024,kullamannen_2024_100M.csv,289,Asgeir HJORTHAUG,NO,51,H,50-54M,Romerike Ultraløperklubb,https://utmb.world/runner/864682.asgeir.hjorthaug,511.0,633.0,558.0,83.0,08:54:39,32073.503,False,a,
Kullamannen by UTMB 2024 - Ultra 100 Miles,173,2300,2300,2024-11-01,https://live.utmb.world/kullamannen/2024,kullamannen_2024_100M.csv,533,Mark VAN DER WEEGEN,SE,59,H,55-59M,Skövde triathlon,https://utmb.world/runner/1110611.mark.vanderweegen,434.0,634.0,559.0,36.0,09:03:02,32582.162,False,a,
Kullamannen by UTMB 2024 - Ultra 100 Miles,173,2300,2300,2024-11-01,https://live.utmb.world/kullamannen/2024,kullamannen_2024_100M.csv,415,Andreas HEDBERG,SE,35,H,20-34M,Sandviken trail runners,https://utmb.world/runner/5479250.andreas.hedberg,469.0,635.0,560.0,115.0,09:08:44,32918.251,False,a,
Kullamannen by UTMB 2024 - Ultra 100 Miles,173,2300,2300,2024-11-01,https://live.utmb.world/kullamannen/2024,kullamannen_2024_100M.csv,677,Habonen VARMO,EE,40,H,35-39M,,,,636.0,561.0,114.0,09:09:31,32966.021,False,a,
Kullamannen by UTMB 2024 - Ultra 100 Miles,173,2300,2300,2024-11-01,https://live.utmb.world/kullamannen/2024,kullamannen_2024_100M.csv,267,Rakel ENOKSEN HAGEN,NO,51,F,50-54W,Lofoten Løpeklubb,https://utmb.world/runner/1450717.rakelenoksen.hagen,520.0,637.0,76.0,9.0,09:13:28,32206.01,False,a,
Kullamannen by UTMB 2024 - Ultra 100 Miles,173,2300,2300,2024-11-01,https://live.utmb.world/kullamannen/2024,kullamannen_2024_100M.csv,711,Mathias JOHANSEN,SE,54,H,50-54M,OK Motala,https://utmb.world/runner/911677.mathias.johansen,,638.0,562.0,84.0,09:23:07,31690.39,False,a,
Kullamannen by UTMB 2024 - Ultra 100 Miles,173,2300,2300,2024-11-01,https://live.utmb.world/kullamannen/2024,kullamannen_2024_100M.csv,805,John LA,SE,40,H,35-39M,,https://utmb.world/runner/6604699.john.la,,639.0,563.0,115.0,09:33:18,34389.84,False,a,
Kullamannen by UTMB 2024 - Ultra 100 Miles,173,2300,2300,2024-11-01,https://live.utmb.world/kullamannen/2024,kullamannen_2024_100M.csv,611,Louise OLOW,SE,46,F,45-49W,,https://utmb.world/runner/1858251.louise.olow,401.0,640.0,77.0,20.0,09:46:09,34950.908,False,a,
Kullamannen by UTMB 2024 - Ultra 100 Miles,173,2300,2300,2024-11-01,https://live.utmb.world/kullamannen/2024,kullamannen_2024_100M.csv,691,Sebastian FAHLÉN,SE,35,H,20-34M,,https://utmb.world/runner/5742073.sebastian.fahlen,,641.0,564.0,116.0,09:46:51,35204.702,False,a,
Kullamannen by UTMB 2024 - Ultra 100 Miles,173,2300,2300,2024-11-01,https://live.utmb.world/kullamannen/2024,kullamannen_2024_100M.csv,706,Nicklas STARKEL,SE,48,H,45-49M,,https://utmb.world/runner/5742067.nicklas.starkel,,642.0,565.0,109.0,10:02:03,36123.662,False,a,
Kullamannen by UTMB 2024 - Ultra 100 Miles,173,2300,2300,2024-11-01,https://live.utmb.world/kullamannen/2024,kullamannen_2024_100M.csv,697,Tai LA,SE,42,H,40-44M,,https://utmb.world/runner/5074163.tai.la,,643.0,566.0,92.0,10:03:08,34050.645,False,a,
Kullamannen by UTMB 2024 - Ultra 100 Miles,173,2300,2300,2024-11-01,https://live.utmb.world/kullamannen/2024,kullamannen_2024_100M.csv,666,Stefan AUGUSTSSON,SE,62,H,60-64M,,https://utmb.world/runner/4823970.stefan.augustsson,338.0,644.0,567.0,12.0,10:13:45,36614.464,False,a,
Kullamannen by UTMB 2024 - Ultra 100 Miles,173,2300,2300,2024-11-01,https://live.utmb.world/kullamannen/2024,kullamannen_2024_100M.csv,701,Ove FORSBERG SUNNERVALL,SE,54,H,50-54M,Umara Sports Club,https://utmb.world/runner/5068673.ove.sunnervall,,645.0,568.0,85.0,10:19:14,37154.357,False,a,
Kullamannen by UTMB 2024 - Ultra 100 Miles,173,2300,2300,2024-11-01,https://live.utmb.world/kullamannen/2024,kullamannen_2024_100M.csv,738,Rasmus GLIMBERG,SE,25,H,20-34M,,https://utmb.world/runner/5742121.rasmus.glimberg,,646.0,569.0,117.0,10:21:37,37129.894,False,a,
Kullamannen by UTMB 2024 - Ultra 100 Miles,173,2300,2300,2024-11-01,https://live.utmb.world/kullamannen/2024,kullamannen_2024_100M.csv,643,Michael Aagaard JENSEN,DK,59,H,55-59M,Odsherred Løberne,https://utmb.world/runner/496018.michaelaagaard.jensen,386.0,647.0,570.0,37.0,10:25:32,37532.148,False,a,
Kullamannen by UTMB 2024 - Ultra 100 Miles,173,2300,2300,2024-11-01,https://live.utmb.world/kullamannen/2024,kullamannen_2024_100M.csv,625,Daniel BERGLUND,SE,59,H,55-59M,,https://utmb.world/runner/4193958.daniel.berglund,395.0,648.0,571.0,38.0,10:40:02,38395.506,False,a,
Kullamannen by UTMB 2024 - Ultra 100 Miles,173,2300,2300,2024-11-01,https://live.utmb.world/kullamannen/2024,kullamannen_2024_100M.csv,669,Alexander CASTMAN,SE,30,H,20-34M,,https://utmb.world/runner/5742267.alexander.castman,326.0,649.0,572.0,118.0,10:43:59,38633.35,False,a,
Kullamannen by UTMB 2024 - Ultra 100 Miles,173,2300,2300,2024-11-01,https://live.utmb.world/kullamannen/2024,kullamannen_2024_100M.csv,801,Vinh NORBERG NGUYEN,SE,40,H,35-39M,,https://utmb.world/runner/5233307.vinh.norbergnguyen,,650.0,573.0,116.0,10:52:06,39126.571,False,a,
Kullamannen by UTMB 2024 - Ultra 100 Miles,173,2300,2300,2024-11-01,https://live.utmb.world/kullamannen/2024,kullamannen_2024_100M.csv,642,Anna ANDRÉASSON,SE,39,F,35-39W,,https://utmb.world/runner/4823908.anna.andreasson,387.0,651.0,78.0,8.0,11:05:04,39904.427,False,a,
Kullamannen by UTMB 2024 - Ultra 100 Miles,173,2300,2300,2024-11-01,https://live.utmb.world/kullamannen/2024,kullamannen_2024_100M.csv,521,Andrea KJARTANSDOTTIR,IS,41,F,40-44W,Árbæjarskokk,https://utmb.world/runner/1557511.andrea.kjartansdottir,438.0,652.0,79.0,22.0,08:48:37,31705.989,False,a,
Kullamannen by UTMB 2024 - Ultra 100 Miles,173,2300,2300,2024-11-01,https://live.utmb.world/kullamannen/2024,kullamannen_2024_100M.csv,10,Viktor STENQVIST,SE,37,H,35-39M,Billingen X-trail SC/Craft Run Team,https://utmb.world/runner/689972.viktor.stenqvist,802.0,653.0,574.0,117.0,03:03:11,10978.05,False,a,
Kullamannen by UTMB 2024 - Ultra 100 Miles,173,2300,2300,2024-11-01,https://live.utmb.world/kullamannen/2024,kullamannen_2024_100M.csv,31,Johanna BYGDELL,SE,43,F,40-44W,Craft run team,https://utmb.world/runner/665723.johanna.bygdell,675.0,654.0,80.0,23.0,03:14:31,11576.052,False,a,
Kullamannen by UTMB 2024 - Ultra 100 Miles,173,2300,2300,2024-11-01,https://live.utmb.world/kullamannen/2024,kullamannen_2024_100M.csv,250,Fredrik BERGSTRÖM,SE,41,H,40-44M,Grisarnas,https://utmb.world/runner/4110086.fredrik.bergstrom,526.0,655.0,575.0,93.0,03:25:51,12245.99,False,a,
Kullamannen by UTMB 2024 - Ultra 100 Miles,173,2300,2300,2024-11-01,https://live.utmb.world/kullamannen/2024,kullamannen_2024_100M.csv,48,Emil KALROT SÖDERBERG,SE,28,H,20-34M,IK Jarl,https://utmb.world/runner/4238848.emil.kalrotsoderberg,646.0,656.0,576.0,119.0,03:26:38,11970.911,False,a,
Kullamannen by UTMB 2024 - Ultra 100 Miles,173,2300,2300,2024-11-01,https://live.utmb.world/kullamannen/2024,kullamannen_2024_100M.csv,71,Tomas AMNESKOG,SE,53,H,50-54M,Arduua,https://utmb.world/runner/574228.tomas.amneskog,622.0,657.0,577.0,86.0,03:32:36,12485.291,False,a,
Kullamannen by UTMB 2024 - Ultra 100 Miles,173,2300,2300,2024-11-01,https://live.utmb.world/kullamannen/2024,kullamannen_2024_100M.csv,180,Philip THOR,SE,44,H,40-44M,,https://utmb.world/runner/4383918.philip.thor,553.0,658.0,578.0,94.0,03:49:51,13652.413,False,a,
Kullamannen by UTMB 2024 - Ultra 100 Miles,173,2300,2300,2024-11-01,https://live.utmb.world/kullamannen/2024,kullamannen_2024_100M.csv,93,Martin LINDAHL,SE,42,H,40-44M,Jernbrukets Ultra,https://utmb.world/runner/2271131.martin.lindahl,601.0,659.0,579.0,95.0,03:54:04,13847.869,False,a,
Kullamannen by UTMB 2024 - Ultra 100 Miles,173,2300,2300,2024-11-01,https://live.utmb.world/kullamannen/2024,kullamannen_2024_100M.csv,158,Alexander OLOFSSON,SE,41,H,40-44M,,https://utmb.world/runner/5742217.alexander.olofsson,565.0,660.0,580.0,96.0,03:57:24,14078.559,False,a,
Kullamannen by UTMB 2024 - Ultra 100 Miles,173,2300,2300,2024-11-01,https://live.utmb.world/kullamannen/2024,kullamannen_2024_100M.csv,127,Frederik WULFF,DK,36,H,35-39M,,https://utmb.world/runner/4158716.frederik.wulff,580.0,661.0,581.0,118.0,03:57:59,14180.717,False,a,
Kullamannen by UTMB 2024 - Ultra 100 Miles,173,2300,2300,2024-11-01,https://live.utmb.world/kullamannen/2024,kullamannen_2024_100M.csv,184,Jari LEUPE,BE,29,H,20-34M,,https://utmb.world/runner/5042680.jari.leupe,551.0,662.0,582.0,120.0,04:02:41,14449.144,False,a,
Kullamannen by UTMB 2024 - Ultra 100 Miles,173,2300,2300,2024-11-01,https://live.utmb.world/kullamannen/2024,kullamannen_2024_100M.csv,167,Peter MICKOS,SE,58,H,55-59M,Sbff,https://utmb.world/runner/437972.peter.mickos,559.0,663.0,583.0,39.0,04:04:35,13812.468,False,a,
Kullamannen by UTMB 2024 - Ultra 100 Miles,173,2300,2300,2024-11-01,https://live.utmb.world/kullamannen/2024,kullamannen_2024_100M.csv,682,Johan PERSSON,SE,45,H,40-44M,Svartklubben,https://utmb.world/runner/1355745.johan.persson,,664.0,584.0,97.0,04:11:48,15108.428,False,a,
Kullamannen by UTMB 2024 - Ultra 100 Miles,173,2300,2300,2024-11-01,https://live.utmb.world/kullamannen/2024,kullamannen_2024_100M.csv,123,Per FORSMAN,SE,52,H,50-54M,Midnight Warriors Triathlon Club,https://utmb.world/runner/492280.per.forsman,582.0,665.0,585.0,87.0,04:13:34,15054.977,False,a,
Kullamannen by UTMB 2024 - Ultra 100 Miles,173,2300,2300,2024-11-01,https://live.utmb.world/kullamannen/2024,kullamannen_2024_100M.csv,342,Johannes HANSSON,SE,53,H,50-54M,Gråmanstorp,https://utmb.world/runner/4301607.johannes.hansson,494.0,666.0,586.0,88.0,04:13:52,15139.456,False,a,
Kullamannen by UTMB 2024 - Ultra 100 Miles,173,2300,2300,2024-11-01,https://live.utmb.world/kullamannen/2024,kullamannen_2024_100M.csv,334,Redéen JOSEF,SE,38,H,35-39M,Kockums IF,,,667.0,587.0,119.0,04:14:16,14876.339,False,a,
Kullamannen by UTMB 2024 - Ultra 100 Miles,173,2300,2300,2024-11-01,https://live.utmb.world/kullamannen/2024,kullamannen_2024_100M.csv,348,Georgij EFREMOV,SE,43,H,40-44M,Running Man,https://utmb.world/runner/1976357.georgij.efremov,494.0,668.0,588.0,98.0,04:14:43,15250.117,False,a,
Kullamannen by UTMB 2024 - Ultra 100 Miles,173,2300,2300,2024-11-01,https://live.utmb.world/kullamannen/2024,kullamannen_2024_100M.csv,161,Yoann CAFE,FR,28,H,20-34M,,https://utmb.world/runner/5669779.yoann.cafe,564.0,669.0,589.0,121.0,04:15:36,15119.021,False,a,
Kullamannen by UTMB 2024 - Ultra 100 Miles,173,2300,2300,2024-11-01,https://live.utmb.world/kullamannen/2024,kullamannen_2024_100M.csv,359,Jonas KLINGSTEDT,SE,33,H,20-34M,,https://utmb.world/runner/4681910.jonas.klingstedt,490.0,670.0,590.0,122.0,04:19:36,15537.448,False,a,
Kullamannen by UTMB 2024 - Ultra 100 Miles,173,2300,2300,2024-11-01,https://live.utmb.world/kullamannen/2024,kullamannen_2024_100M.csv,198,Mikael COLLIN,SE,55,H,50-54M,TR4F,https://utmb.world/runner/3404545.mikael.collin,547.0,671.0,591.0,89.0,04:20:07,15518.986,False,a,
Kullamannen by UTMB 2024 - Ultra 100 Miles,173,2300,2300,2024-11-01,https://live.utmb.world/kullamannen/2024,kullamannen_2024_100M.csv,140,John Aslak BØ,NO,38,H,35-39M,Bamford 1869,https://utmb.world/runner/2986771.johnaslak.bo,574.0,672.0,592.0,120.0,04:21:45,15525.926,False,a,
Kullamannen by UTMB 2024 - Ultra 100 Miles,173,2300,2300,2024-11-01,https://live.utmb.world/kullamannen/2024,kullamannen_2024_100M.csv,134,Alexis WÄRMLÄNDER,SE,53,H,50-54M,Trailrun4fun,https://utmb.world/runner/604079.alexis.warmlander,577.0,673.0,593.0,90.0,04:22:36,15756.397,False,a,
Kullamannen by UTMB 2024 - Ultra 100 Miles,173,2300,2300,2024-11-01,https://live.utmb.world/kullamannen/2024,kullamannen_2024_100M.csv,66,Håkan SANDBERG,SE,48,H,45-49M,LPSIK,https://utmb.world/runner/1960317.hakan.sandberg,628.0,674.0,594.0,110.0,04:24:13,14914.912,False,a,
Kullamannen by UTMB 2024 - Ultra 100 Miles,173,2300,2300,2024-11-01,https://live.utmb.world/kullamannen/2024,kullamannen_2024_100M.csv,295,Jenny STENGÅRD,SE,49,F,45-49W,Running Värmdö,https://utmb.world/runner/2222009.jenny.stengard,512.0,675.0,81.0,21.0,04:32:18,15864.871,False,a,
Kullamannen by UTMB 2024 - Ultra 100 Miles,173,2300,2300,2024-11-01,https://live.utmb.world/kullamannen/2024,kullamannen_2024_100M.csv,756,Dennis Bengt Vincent WAHLQVIST,SE,31,H,20-34M,West Heath,https://utmb.world/runner/5751989.dennisbengtvincent.wahlqvist,,676.0,595.0,123.0,04:33:38,16352.409,False,a,
